blue x
0 21809.0
0 21810.0
0 21813.1
0 21827.6
1 21831.6
1 21840.0
0 21845.8
1 21851.4
1 21871.0
0 21873.7
1 21876.1
1 21891.2
0 21895.9
0 21896.0
0 21900.0
0 21905.3
1 21917.2
0 21923.3
0 21932.8
1 21941.2
1 21944.0
0 21944.9
0 21952.3
0 21952.4
0 21964.3
1 21966.4
0 21966.5
0 21970.6
0 22020.0
0 22021.9
0 22030.3
1 22034.8
0 22056.0
0 22080.0
0 22086.0
1 22097.9
0 22119.4
1 22130.3
1 22136.4
0 22137.2
1 22144.2
0 22151.0
1 22155.4
1 22155.5
1 22165.8
1 22167.6
1 22174.1
0 22178.2
0 22180.7
0 22195.6
0 22196.5
0 22200.0
1 22208.0
0 22222.0
1 22222.9
0 22223.0
0 22272.7
0 22275.2
1 22276.8
0 22281.0
0 22292.8
1 22320.0
1 22345.0
0 22353.1
1 22382.5
0 22383.4
0 22405.7
0 22406.0
0 22409.5
0 22409.9
1 22418.0
0 22420.7
0 22426.4
0 22427.6
0 22432.8
0 22439.8
0 22439.9
1 22440.0
0 22444.8
0 22445.3
0 22449.0
1 22449.4
0 22449.5
1 22450.2
0 22451.6
0 22461.0
0 22469.2
0 22473.2
1 22474.9
1 22475.0
0 22488.0
0 22492.1
0 22500.0
0 22501.2
0 22507.2
0 22507.4
1 22515.4
0 22524.5
0 22529.6
1 22530.5
0 22530.6
0 22536.0
0 22536.8
0 22548.2
0 22550.2
0 22573.3
0 22595.5
0 22595.6
0 22595.8
1 22597.8
1 22598.2
1 22607.4
0 22611.2
0 22613.4
0 22620.0
1 22621.9
1 22624.4
0 22624.7
0 22626.5
1 22636.4
0 22636.9
1 22642.6
1 22642.7
0 22660.2
1 22662.2
0 22666.1
0 22684.2
0 22689.8
0 22690.6
0 22705.0
1 22708.2
1 22709.2
1 22709.3
0 22720.6
0 22729.0
0 22732.9
0 22735.1
0 22735.2
0 22743.5
0 22753.2
0 22755.0
0 22769.8
0 22776.6
0 22800.0
0 22832.3
0 22860.4
0 22863.2
0 22875.0
0 22877.6
0 22880.0
0 22881.0
0 22900.1
0 22912.6
0 22919.2
1 22920.0
0 22924.1
1 22930.8
0 22942.8
0 22947.1
0 22957.6
1 22957.7
0 22969.7
1 22978.6
0 22979.2
0 22979.5
0 22983.7
0 23000.6
0 23000.8
1 23005.0
0 23008.9
0 23011.8
0 23033.3
0 23040.0
0 23041.0
0 23050.4
1 23051.4
0 23069.0
0 23100.0
1 23126.8
1 23129.0
0 23130.0
0 23132.4
0 23158.0
0 23169.2
0 23174.0
0 23184.0
1 23190.0
1 23192.8
0 23193.8
0 23198.6
0 23199.0
0 23208.5
1 23209.0
0 23211.4
0 23213.8
1 23214.4
0 23222.9
0 23229.2
1 23229.8
0 23233.2
0 23235.1
0 23238.5
1 23239.1
0 23252.5
0 23268.0
0 23270.5
0 23272.6
0 23279.8
1 23284.9
0 23288.6
0 23294.9
1 23303.3
1 23304.0
0 23312.0
1 23312.8
0 23318.5
0 23319.0
0 23355.6
0 23360.3
0 23362.4
0 23377.1
0 23383.6
0 23389.0
0 23394.7
1 23399.0
0 23400.0
0 23401.9
1 23406.5
0 23428.7
0 23431.4
0 23431.6
1 23458.0
0 23461.6
0 23462.4
0 23473.0
1 23473.1
1 23474.3
0 23476.9
0 23483.2
1 23484.7
1 23485.7
0 23488.9
0 23499.6
0 23503.8
0 23503.9
1 23504.2
0 23505.2
0 23507.8
0 23507.9
1 23518.1
0 23524.7
0 23545.2
0 23548.4
0 23548.6
0 23549.4
0 23549.6
1 23551.9
1 23553.8
0 23554.0
0 23554.1
1 23554.2
1 23554.3
0 23558.3
0 23559.2
0 23562.5
0 23572.1
0 23577.8
0 23588.5
0 23608.2
0 23612.8
1 23612.9
0 23613.5
0 23616.0
1 23620.6
0 23622.2
1 23644.4
0 23653.4
0 23674.4
0 23692.6
0 23707.3
1 23715.1
1 23726.2
0 23728.6
0 23748.4
1 23752.3
0 23760.4
1 23761.1
0 23776.4
1 23778.5
0 23778.6
0 23781.0
1 23782.6
0 23782.7
1 23783.4
0 23796.7
1 23801.0
0 23805.6
0 23805.7
0 23805.8
1 23817.1
1 23830.2
0 23843.2
1 23844.0
0 23844.1
0 23848.9
0 23861.5
0 23861.6
0 23869.7
0 23880.4
0 23911.1
1 23916.2
0 23919.8
1 23920.0
0 23920.1
1 23920.9
1 23958.7
0 23960.4
1 23961.0
0 23968.4
0 23985.0
1 23988.0
1 23993.0
1 23998.2
1 23998.7
1 24000.0
0 24005.5
0 24010.4
0 24010.6
0 24020.9
0 24021.0
1 24021.2
0 24023.6
0 24023.8
0 24025.2
1 24041.3
0 24044.0
0 24046.2
0 24047.8
0 24048.2
1 24052.2
0 24054.2
0 24059.6
0 24059.8
0 24063.7
1 24065.4
0 24065.5
1 24065.6
0 24065.9
1 24066.8
0 24085.0
1 24087.0
1 24088.7
0 24091.4
0 24092.9
1 24101.2
0 24108.0
1 24110.2
1 24129.1
0 24136.4
1 24136.6
0 24149.5
1 24151.3
0 24153.0
0 24159.7
0 24172.9
0 24177.2
0 24178.0
0 24180.0
0 24181.1
1 24182.5
0 24189.8
0 24195.2
0 24195.7
0 24198.7
1 24203.0
0 24203.3
0 24209.8
0 24222.7
0 24233.3
0 24233.4
0 24253.3
1 24254.0
1 24269.4
0 24278.9
1 24281.2
0 24283.6
1 24284.8
0 24284.9
1 24294.2
0 24294.4
0 24298.8
0 24306.6
0 24307.6
1 24308.4
0 24311.0
1 24323.5
0 24324.5
0 24327.8
1 24341.2
0 24342.2
0 24345.1
0 24345.8
1 24346.0
0 24346.1
1 24352.3
0 24354.8
0 24363.1
0 24373.6
0 24373.7
0 24375.4
0 24375.5
0 24376.0
1 24378.2
1 24378.4
1 24378.5
0 24380.3
0 24380.8
0 24381.5
1 24386.0
0 24391.9
0 24402.4
0 24408.4
0 24410.6
1 24415.4
0 24415.6
1 24415.7
1 24415.8
0 24415.9
0 24425.8
0 24429.4
0 24432.0
0 24433.7
0 24434.5
1 24439.0
1 24439.1
0 24439.2
1 24439.3
1 24445.9
0 24448.7
1 24455.2
0 24465.8
0 24468.0
0 24471.8
0 24479.0
1 24488.6
0 24494.4
0 24495.0
1 24496.9
1 24502.3
1 24505.9
0 24511.6
1 24538.7
1 24540.8
0 24558.0
0 24561.7
1 24570.0
1 24570.5
0 24571.3
0 24576.0
0 24579.5
0 24581.3
1 24583.1
0 24587.0
1 24587.6
0 24589.4
1 24592.0
0 24592.3
0 24592.7
0 24594.2
0 24594.4
1 24600.0
0 24610.7
0 24610.8
0 24613.3
1 24614.2
0 24614.8
1 24614.9
0 24615.7
1 24616.3
0 24628.4
0 24630.0
1 24634.0
0 24638.8
0 24639.1
0 24643.8
1 24650.6
1 24652.8
0 24655.2
1 24661.6
0 24664.1
0 24664.6
0 24664.7
0 24669.5
0 24673.8
0 24696.0
0 24700.0
0 24700.6
0 24708.0
0 24711.8
0 24728.2
0 24732.0
1 24732.2
0 24741.0
0 24741.5
0 24765.8
0 24767.9
1 24770.2
1 24773.9
0 24776.8
0 24800.0
0 24803.4
0 24808.7
0 24813.4
0 24814.7
1 24822.5
0 24822.6
1 24830.5
0 24840.0
0 24844.1
1 24847.7
1 24856.0
1 24859.7
0 24861.5
0 24879.4
0 24880.7
1 24885.5
0 24888.0
0 24896.2
1 24901.7
0 24903.4
0 24906.2
0 24907.6
1 24907.7
1 24910.0
0 24910.1
1 24910.3
0 24924.0
1 24925.8
0 24930.0
0 24958.1
0 24960.0
1 24969.6
0 24970.0
0 24970.1
0 24972.4
0 24981.8
0 24984.8
1 24987.8
0 24992.8
1 24992.9
0 24993.6
0 25000.0
1 25000.1
1 25012.6
0 25018.4
0 25020.8
0 25021.4
0 25029.8
0 25036.4
1 25038.0
0 25045.8
0 25050.5
0 25054.8
1 25056.0
0 25064.4
0 25064.5
0 25068.6
0 25073.6
0 25086.1
0 25086.2
1 25086.4
0 25089.1
0 25102.8
0 25106.6
0 25106.8
1 25114.4
0 25117.0
0 25117.7
0 25118.3
0 25123.0
0 25124.9
0 25127.0
1 25128.6
0 25140.0
1 25144.6
0 25149.2
0 25149.4
1 25150.8
0 25153.3
0 25165.2
1 25168.2
0 25172.9
1 25175.9
0 25178.2
0 25178.9
1 25185.6
1 25188.0
0 25189.9
0 25191.7
0 25195.0
0 25196.2
0 25197.8
1 25198.1
0 25200.0
1 25202.6
0 25202.8
1 25202.9
1 25203.0
0 25204.2
0 25204.3
1 25207.1
1 25207.3
1 25211.3
0 25220.3
0 25221.2
0 25228.6
0 25228.7
0 25230.2
0 25231.4
1 25231.6
0 25231.7
0 25232.2
0 25234.7
0 25236.4
0 25236.6
0 25236.8
0 25240.8
0 25244.9
0 25245.6
0 25248.7
0 25249.1
0 25252.4
1 25260.7
0 25260.8
0 25263.6
1 25265.4
0 25265.5
0 25265.6
1 25265.8
0 25267.6
1 25270.0
0 25270.1
0 25270.2
1 25270.3
1 25279.1
0 25289.5
0 25292.8
1 25294.3
0 25294.4
0 25294.6
0 25300.6
0 25322.0
0 25323.6
1 25328.8
0 25341.7
1 25345.9
1 25346.9
1 25350.4
0 25350.5
1 25350.6
0 25352.9
0 25359.0
1 25360.3
0 25361.6
0 25361.8
0 25372.0
0 25376.2
1 25379.3
1 25384.0
0 25384.6
0 25394.0
0 25398.0
1 25398.1
0 25405.6
0 25407.0
0 25408.1
0 25415.3
0 25421.9
0 25424.3
0 25425.6
1 25431.2
0 25439.8
1 25440.0
1 25443.6
0 25445.6
0 25446.5
0 25447.4
0 25448.3
1 25453.1
1 25453.3
1 25463.4
1 25471.2
0 25472.0
0 25472.3
1 25474.1
1 25477.3
0 25477.4
0 25477.8
1 25479.5
0 25480.1
0 25481.9
1 25485.6
0 25486.0
1 25496.0
0 25501.1
0 25504.8
0 25507.8
0 25509.2
1 25513.2
1 25524.6
0 25527.7
0 25530.1
0 25530.2
0 25531.6
0 25532.5
0 25532.6
0 25532.8
0 25533.1
0 25535.6
1 25539.5
0 25545.4
0 25573.3
0 25580.8
0 25582.3
0 25582.6
0 25587.2
0 25594.2
0 25609.4
1 25612.3
0 25614.4
0 25618.9
1 25619.0
0 25640.4
0 25645.9
1 25651.8
0 25656.8
0 25663.3
1 25678.0
0 25680.0
0 25681.9
1 25684.0
0 25684.2
0 25688.3
0 25691.3
0 25701.4
0 25705.9
0 25706.6
1 25715.5
0 25717.4
0 25729.2
0 25732.6
1 25734.0
1 25734.2
0 25750.4
0 25752.4
0 25755.0
1 25765.1
0 25770.8
0 25773.0
1 25773.1
1 25779.5
0 25781.8
0 25788.1
0 25789.8
0 25792.3
1 25800.0
0 25807.2
0 25810.4
0 25819.1
0 25823.8
0 25830.0
1 25832.0
0 25842.4
1 25842.5
0 25842.8
1 25843.9
1 25846.7
0 25848.0
0 25859.2
0 25859.8
0 25864.9
0 25867.4
0 25867.6
0 25873.7
1 25873.8
1 25891.7
0 25891.8
0 25897.8
1 25898.4
0 25909.8
0 25927.1
0 25929.6
0 25932.0
1 25941.7
0 25954.9
0 25959.1
0 25963.2
0 25964.0
1 25964.2
0 25964.4
1 25969.1
0 25969.2
0 25969.3
1 25971.2
0 25985.3
0 25985.4
0 25985.8
1 25988.5
0 25989.0
1 25991.0
0 25992.1
0 25994.6
0 25995.6
0 25996.6
0 25997.9
0 25998.0
0 25999.8
0 25999.9
0 26000.0
0 26000.2
0 26005.0
1 26008.7
0 26016.1
1 26018.9
1 26023.9
0 26024.5
0 26025.6
1 26028.0
0 26028.6
0 26032.8
0 26032.9
0 26033.0
0 26033.5
0 26045.4
0 26047.6
0 26048.8
0 26050.2
0 26053.8
1 26059.6
0 26059.7
1 26059.8
1 26062.2
0 26062.4
0 26064.4
0 26065.2
1 26067.0
0 26068.4
0 26070.6
0 26072.4
0 26073.8
0 26078.0
0 26081.8
0 26084.6
0 26084.8
0 26084.9
0 26085.0
0 26086.3
0 26089.2
0 26089.3
0 26089.4
0 26089.8
0 26095.8
0 26099.3
1 26100.2
0 26104.0
0 26110.8
0 26111.5
0 26111.6
0 26112.7
0 26114.3
1 26114.4
0 26114.5
0 26114.6
0 26124.1
0 26124.4
0 26124.5
0 26124.6
0 26124.7
0 26124.8
0 26125.0
1 26126.3
0 26129.0
0 26129.2
0 26144.9
0 26145.0
0 26145.1
0 26149.7
0 26149.8
0 26149.9
0 26150.0
1 26153.9
0 26154.2
0 26154.4
1 26154.5
0 26155.4
1 26155.8
1 26167.2
1 26177.2
1 26177.3
0 26177.6
1 26179.6
0 26179.7
0 26179.8
0 26182.9
0 26191.8
1 26193.7
0 26198.9
0 26205.6
1 26206.7
0 26210.3
0 26215.0
0 26215.3
0 26215.7
1 26216.2
0 26221.9
0 26227.3
0 26228.6
0 26230.1
0 26234.0
0 26237.6
1 26238.0
1 26249.3
0 26254.7
1 26261.6
0 26261.8
0 26269.6
0 26271.7
0 26273.6
1 26281.3
0 26283.4
0 26285.9
0 26288.9
0 26289.5
1 26291.4
0 26301.0
0 26304.7
0 26304.8
0 26314.1
1 26317.9
0 26328.0
1 26332.0
0 26333.5
0 26336.2
1 26336.3
0 26338.8
0 26343.8
0 26345.8
0 26352.1
1 26363.5
0 26363.8
1 26368.8
1 26372.3
1 26374.3
1 26376.0
1 26376.4
0 26377.6
1 26379.5
0 26380.6
0 26382.0
1 26383.2
0 26384.8
1 26387.8
0 26391.7
1 26396.3
1 26396.9
0 26399.9
0 26400.0
0 26400.8
0 26404.7
0 26414.0
0 26423.6
0 26423.8
0 26426.3
1 26426.4
0 26426.6
0 26429.0
0 26444.9
0 26446.1
0 26452.7
0 26454.5
1 26460.0
0 26464.3
1 26465.3
0 26467.3
0 26485.2
1 26485.8
1 26488.9
0 26489.9
0 26491.2
0 26498.9
0 26504.0
0 26505.7
0 26508.4
1 26508.6
1 26508.7
1 26509.0
0 26520.0
0 26522.2
0 26529.0
0 26532.0
1 26534.3
0 26536.6
0 26539.4
0 26550.5
1 26551.1
0 26554.8
0 26557.0
0 26565.7
0 26571.1
1 26574.0
0 26577.8
0 26579.5
0 26594.2
0 26595.7
1 26603.8
0 26612.3
0 26617.9
0 26620.2
0 26624.5
0 26626.2
0 26627.5
1 26632.2
0 26638.1
0 26641.7
0 26644.6
0 26644.8
0 26645.4
1 26645.6
0 26646.6
0 26651.3
0 26653.6
1 26653.7
0 26655.2
0 26655.6
0 26657.4
0 26666.0
0 26666.3
0 26667.8
0 26668.4
1 26675.0
1 26675.2
1 26676.0
0 26677.8
1 26679.0
0 26683.7
0 26691.2
0 26700.0
0 26703.2
0 26707.2
0 26714.4
1 26716.8
0 26717.9
1 26720.4
0 26722.2
0 26722.3
0 26722.4
0 26724.4
0 26728.9
0 26733.7
0 26739.2
1 26742.1
1 26742.2
0 26742.4
1 26746.8
0 26747.5
0 26747.8
0 26749.9
0 26750.6
0 26758.6
0 26760.2
1 26762.5
0 26764.2
1 26764.9
0 26767.9
0 26768.0
1 26772.6
0 26772.7
0 26776.8
0 26777.8
0 26783.6
0 26803.1
0 26804.6
0 26804.8
0 26806.7
1 26807.9
1 26809.2
0 26809.3
1 26810.5
0 26817.1
1 26832.0
0 26838.0
0 26841.5
0 26842.3
0 26842.4
0 26845.7
1 26848.4
0 26848.9
0 26849.0
0 26850.8
0 26851.9
0 26852.0
1 26852.6
0 26852.8
0 26853.4
0 26855.2
0 26859.1
0 26861.8
0 26862.4
0 26863.1
0 26867.0
0 26869.3
0 26873.9
0 26877.8
1 26878.0
0 26878.1
0 26878.2
0 26878.7
0 26879.8
0 26880.0
0 26883.0
0 26886.0
0 26889.2
0 26891.8
1 26892.0
1 26893.4
1 26894.4
0 26894.8
0 26905.6
0 26908.1
1 26908.8
0 26910.2
0 26914.2
0 26915.8
0 26929.4
0 26932.6
0 26936.9
0 26937.6
0 26937.7
1 26939.8
0 26940.5
0 26941.7
0 26944.0
0 26944.1
1 26944.6
0 26946.0
0 26950.0
0 26952.4
0 26954.0
0 26954.8
0 26956.8
0 26956.9
0 26959.8
0 26962.3
0 26964.0
1 26965.6
1 26966.9
1 26967.0
0 26967.1
0 26968.4
0 26969.5
0 26969.6
1 26971.1
0 26971.8
0 26971.9
0 26978.3
1 26979.2
0 26980.1
1 26980.6
1 26981.5
0 26983.1
0 26988.4
1 26990.2
1 26990.3
0 26991.8
0 26992.9
0 26994.5
1 26994.6
1 26997.6
0 26997.7
0 26997.8
0 26998.0
0 26999.3
0 27000.0
0 27002.3
0 27002.4
0 27008.3
0 27012.7
0 27012.8
0 27013.4
0 27015.0
0 27023.2
0 27024.6
1 27025.3
0 27025.4
0 27025.7
0 27031.4
1 27032.0
0 27033.8
1 27034.2
0 27034.3
0 27034.9
0 27036.2
0 27037.7
1 27038.8
1 27038.9
0 27039.0
0 27039.1
1 27039.2
0 27040.0
0 27040.1
0 27040.9
1 27043.4
0 27048.0
0 27049.6
0 27049.7
0 27051.0
1 27052.2
1 27052.4
0 27057.2
1 27060.0
0 27062.6
0 27065.0
0 27065.2
0 27066.2
1 27069.6
0 27069.7
1 27071.2
0 27071.8
0 27072.0
0 27073.3
0 27077.5
1 27078.1
0 27084.6
0 27087.1
0 27089.2
1 27090.0
1 27091.3
1 27093.4
0 27094.0
0 27095.3
0 27096.0
0 27098.2
0 27098.6
1 27101.0
0 27101.5
1 27102.1
0 27104.3
0 27108.2
1 27109.4
0 27109.7
0 27111.5
0 27112.0
0 27121.4
0 27121.8
1 27121.9
1 27122.2
0 27123.0
0 27127.2
0 27127.6
0 27127.7
0 27127.8
0 27127.9
0 27130.1
0 27132.8
0 27145.1
0 27145.2
0 27148.0
0 27152.2
0 27153.1
0 27155.9
1 27156.0
0 27156.4
1 27157.1
0 27157.9
0 27162.1
1 27168.2
0 27169.1
0 27172.8
0 27172.9
0 27174.8
0 27188.9
1 27189.6
1 27190.0
0 27193.2
0 27194.4
0 27195.2
1 27196.8
1 27199.0
1 27199.1
0 27201.0
0 27202.7
0 27203.2
1 27204.0
0 27213.0
0 27225.4
1 27226.8
0 27226.9
0 27227.0
0 27227.2
0 27227.3
1 27228.2
0 27231.0
0 27231.1
0 27233.8
0 27234.1
0 27243.5
0 27245.8
0 27246.7
0 27248.4
0 27249.8
1 27250.3
0 27253.6
0 27254.9
0 27255.4
0 27255.5
1 27258.6
0 27260.5
0 27260.6
0 27264.8
1 27268.3
1 27268.8
0 27268.9
0 27269.0
1 27274.1
0 27277.6
0 27277.9
0 27279.1
0 27282.2
0 27284.5
0 27285.0
0 27286.4
0 27288.0
0 27290.5
1 27291.1
1 27291.6
0 27295.3
0 27300.7
1 27303.7
0 27306.6
0 27316.7
0 27317.3
0 27317.9
0 27319.9
0 27320.0
0 27323.8
0 27326.2
1 27328.8
0 27332.4
0 27334.6
0 27337.1
1 27339.6
0 27341.9
0 27348.1
1 27350.9
1 27351.1
1 27351.2
0 27353.0
0 27358.7
0 27360.0
0 27360.4
0 27365.9
1 27367.1
1 27367.7
0 27370.3
0 27379.9
0 27385.7
0 27385.8
1 27389.8
1 27390.2
0 27392.4
0 27393.6
0 27397.0
0 27401.8
0 27401.9
0 27405.1
0 27409.9
0 27410.5
0 27415.4
0 27417.0
0 27437.3
1 27452.9
0 27453.2
1 27454.4
0 27457.4
0 27458.5
0 27462.4
0 27466.9
1 27467.2
0 27468.2
0 27475.6
0 27477.6
0 27480.4
0 27480.6
0 27485.0
0 27486.1
1 27487.4
0 27499.9
0 27500.0
0 27507.5
0 27513.5
1 27516.6
0 27516.8
0 27518.2
0 27524.0
0 27524.9
0 27525.0
1 27527.9
1 27532.7
0 27534.6
0 27540.0
0 27541.2
1 27545.9
0 27558.1
1 27559.9
0 27562.6
0 27569.3
0 27570.5
0 27571.4
0 27577.7
0 27578.0
0 27581.0
1 27583.9
0 27586.3
0 27586.4
1 27591.1
1 27591.8
1 27598.0
0 27600.0
0 27603.2
0 27603.4
1 27603.5
0 27605.2
0 27606.0
1 27612.4
0 27619.9
1 27628.1
0 27629.9
1 27630.4
1 27630.5
1 27630.7
1 27631.1
1 27633.0
0 27641.9
0 27645.0
0 27648.5
0 27648.6
0 27649.3
0 27650.4
0 27651.4
1 27651.5
0 27652.2
1 27654.0
0 27654.4
0 27654.5
0 27657.5
0 27657.8
1 27662.4
0 27664.8
0 27664.9
0 27666.4
0 27678.0
0 27678.1
0 27678.2
0 27678.4
0 27679.7
0 27682.9
0 27683.0
0 27683.9
0 27689.3
0 27693.6
0 27695.9
1 27703.8
0 27706.0
0 27709.7
0 27714.4
0 27717.1
0 27720.0
0 27720.7
0 27720.8
0 27724.8
0 27725.3
0 27742.1
0 27747.5
0 27747.6
0 27754.0
0 27754.1
1 27754.2
1 27771.6
1 27776.9
0 27778.1
0 27780.2
0 27780.8
0 27781.0
1 27781.3
0 27781.6
0 27784.9
1 27785.6
0 27786.6
0 27787.0
1 27787.1
0 27790.7
0 27795.0
0 27799.8
0 27799.9
0 27803.0
0 27803.3
1 27807.5
0 27810.0
0 27811.8
0 27812.8
1 27812.9
1 27814.3
1 27816.0
0 27818.5
0 27818.6
0 27818.8
0 27818.9
0 27836.0
0 27836.2
0 27836.4
0 27840.0
0 27842.2
0 27842.3
0 27842.9
0 27847.1
0 27847.2
0 27849.0
0 27850.1
0 27855.1
0 27855.2
0 27856.3
